Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Responses,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingTV,DummyStreamingMovies
3,62132.48,5.087,10,2,0,70.858,162.465,6,6,6,3,3,6,5,5,0,0,0,1,0,0,1,1,1,0,0,0,0,1
3,35848.61,12.839,12,2,2,63.528,207.609,3,3,3,3,3,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
1,35666.27,10.268,18,1,0,68.643,92.455,3,3,3,4,2,3,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2,84314.93,9.519,11,1,1,71.67,210.105,3,3,2,1,5,4,3,4,0,0,1,0,1,0,1,0,0,1,0,0,1,1
1,40364.46,9.444,14,1,0,62.47,172.458,4,3,3,5,4,5,4,4,0,1,1,1,0,1,1,0,0,1,1,0,1,0
0,69425.74,8.718,17,2,1,71.369,117.515,4,4,4,2,5,3,3,3,0,0,1,0,0,0,1,0,1,1,1,0,0,0
0,96190.74,9.626,10,2,0,63.356,187.609,3,3,5,3,5,4,3,4,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4,107720.5,10.599,13,1,0,58.431,92.455,3,3,3,2,5,4,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,77478.63,14.697,16,1,1,50.094,194.958,4,4,5,4,4,3,2,4,0,0,0,0,0,1,1,1,1,1,0,0,1,0
0,73082.67,13.146,11,0,0,59.052,182.443,5,6,4,1,4,5,5,6,0,0,0,0,0,0,1,1,0,1,0,0,0,1
3,18621.61,14.202,13,0,0,59.848,194.988,4,2,4,3,1,4,4,5,0,0,1,0,0,1,0,1,1,0,1,0,0,1
1,65707.03,12.458,13,2,2,68.927,160.001,4,4,3,2,3,3,3,3,0,0,1,0,0,1,1,1,1,0,1,0,0,0
1,15846.96,11.558,11,2,0,66.555,187.642,3,2,2,3,4,4,3,5,0,0,1,1,1,0,1,0,0,0,0,1,1,1
2,9669.27,9.474,14,0,1,70.905,194.958,3,2,4,4,2,3,4,4,0,0,0,1,1,1,1,1,1,1,0,0,1,0
2,16107.44,10.644,12,3,0,50.774,139.982,5,3,4,4,4,3,4,3,0,0,0,0,1,0,1,0,0,1,1,0,1,0
1,80905.43,13.866,11,0,0,68.147,129.96,3,2,3,3,5,4,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,19425.75,9.458,13,1,0,67.62,149.971,4,5,4,3,6,3,4,3,0,0,1,0,0,0,1,0,0,1,0,1,0,1
5,70972.38,11.378,10,0,2,57.377,149.971,3,3,3,2,3,1,3,3,0,0,0,1,1,0,1,0,0,1,0,1,0,1
10,52397.9,3.801,15,2,0,68.595,199.99,3,3,2,5,4,3,4,4,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2,11807.8,14.608,8,2,0,51.403,162.447,4,4,5,5,3,4,4,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1
3,29552.09,8.484,10,1,0,68.787,92.455,4,5,4,4,4,3,3,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2,23239.53,7.899,18,1,0,62.301,169.945,4,5,3,4,3,4,5,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,65242.66,8.551,20,2,1,57.636,152.48,4,3,2,3,4,3,3,4,0,1,0,0,0,1,0,0,1,0,1,0,1,0
1,72431.08,12.066,14,1,2,53.361,175.133,4,5,4,5,2,4,5,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8,36319.34,14.845,13,1,0,63.474,192.47,4,4,3,2,5,3,4,3,0,0,0,1,0,1,1,1,0,0,1,0,0,1
2,7108.46,9.617,17,0,0,66.31,149.989,5,5,5,3,5,3,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1,26974.35,12.631,14,1,0,51.682,174.976,3,3,3,5,2,4,4,5,0,0,0,1,0,1,1,0,1,1,1,0,1,0
1,26110.4,10.514,12,0,0,71.442,149.945,5,4,4,3,6,5,4,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,35176.64,12.06,14,0,0,70.824,164.972,2,2,2,4,2,2,4,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0
3,27568.88,9.361,6,3,0,67.768,114.973,5,5,4,2,4,4,3,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0
1,46457.36,9.282,7,2,0,56.415,194.958,2,4,3,3,5,2,3,2,0,0,1,1,0,1,1,1,1,1,0,0,1,0
3,2584.6,12.577,8,0,0,62.133,222.633,4,4,4,3,4,4,4,3,0,0,0,1,1,0,1,1,1,0,0,0,1,1
1,41295.47,10.106,16,2,0,71.166,117.472,6,5,5,4,4,3,4,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0
2,67763.0,7.334,9,1,0,68.044,127.459,3,4,3,4,3,3,6,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,71013.32,10.201,9,0,0,56.011,154.976,3,4,3,4,3,3,2,4,0,0,0,1,1,0,1,0,1,1,1,0,1,0
4,36339.45,6.173,12,2,0,49.859,125.007,4,4,4,5,3,5,5,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,100608.2,9.705,16,1,0,39.325,192.457,4,4,4,4,3,3,3,2,0,1,0,1,1,1,1,1,0,0,0,1,0,1
2,13471.14,13.832,16,1,1,68.526,139.988,4,5,4,3,3,3,4,5,0,1,0,1,0,0,1,1,1,0,0,1,0,0
2,35274.36,7.132,8,0,2,65.361,169.945,4,4,3,3,2,3,3,6,0,0,0,1,0,1,1,1,0,0,0,0,1,0
1,22487.36,9.63,9,0,0,51.806,147.489,2,3,5,5,3,4,6,3,0,1,0,0,0,0,1,1,0,1,0,1,0,0
0,57318.2,4.344,11,0,0,66.344,137.47,4,4,3,4,4,6,4,6,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,29701.43,11.402,12,0,0,48.288,252.638,6,6,5,5,3,5,5,5,1,1,0,1,0,1,1,1,0,0,1,0,1,1
3,80719.57,11.069,5,2,1,36.824,210.152,2,4,4,3,6,2,3,4,1,0,0,0,0,0,1,0,0,1,1,0,1,1
0,6998.45,15.452,9,1,0,62.769,142.453,3,3,3,5,2,3,5,3,0,0,1,1,0,0,1,0,1,1,0,0,1,0
1,26545.33,4.48,11,2,0,55.559,117.439,4,2,2,3,5,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2,22189.51,9.046,9,1,0,62.704,187.609,3,3,3,6,3,3,3,4,0,1,0,0,1,0,1,0,0,0,0,0,1,1
3,36690.66,10.05,15,1,2,65.258,127.475,3,3,4,3,3,5,4,5,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3,27129.17,9.603,12,3,1,50.436,149.984,2,2,3,5,2,2,4,3,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2,8244.17,2.483,17,0,0,61.778,120.004,3,4,4,4,3,6,5,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1,26759.89,9.783,13,1,0,65.039,262.611,5,4,5,2,5,5,5,4,0,0,1,1,0,1,1,1,0,1,0,0,1,1
1,49740.72,4.452,11,0,0,50.891,175.133,4,3,4,4,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,21749.65,5.048,7,0,0,67.403,127.46,3,4,3,3,6,4,3,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0
2,69131.11,6.705,14,0,3,56.458,182.454,5,6,5,4,3,5,3,5,0,1,0,1,0,1,1,1,0,0,0,1,1,0
3,40818.2,10.097,10,0,1,70.273,137.439,4,3,4,3,5,3,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0
7,22300.51,8.428,19,1,0,41.743,157.484,4,4,4,4,3,4,3,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0
4,4003.56,8.143,11,0,0,64.923,139.983,4,5,4,3,3,4,5,4,0,0,0,0,0,0,1,0,0,1,1,1,0,0
4,32964.97,10.599,12,4,0,58.76,159.994,3,2,3,3,4,4,4,4,0,0,0,1,0,0,1,1,0,0,1,0,0,1
1,46153.23,11.983,17,0,0,48.091,127.482,5,6,4,4,3,5,6,3,0,0,1,1,1,1,1,0,1,0,0,1,0,0
2,135166.6,10.964,12,3,1,60.5,144.961,4,4,5,3,4,4,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,27296.2,14.246,12,0,1,59.845,139.968,6,4,5,1,5,2,3,4,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1,30286.85,14.751,21,0,0,69.748,127.496,2,3,4,4,3,3,3,3,0,0,1,1,0,1,1,0,1,0,1,0,0,0
3,23083.74,11.566,9,2,0,63.905,182.443,4,3,4,2,3,4,4,3,0,0,0,1,0,0,1,1,0,1,0,0,0,1
4,5896.69,10.201,15,1,1,58.401,255.12,4,4,4,4,4,5,4,5,1,0,0,1,0,0,1,1,0,1,0,1,1,1
0,80782.53,11.598,13,0,0,71.521,192.47,2,3,3,3,3,3,3,4,0,0,0,0,1,1,1,1,0,0,1,0,0,1
3,27476.28,9.393,15,2,0,58.559,147.478,3,2,4,5,4,3,4,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,24214.43,9.498,8,2,1,64.172,139.988,5,5,5,4,3,4,5,4,0,0,0,1,0,0,1,1,1,0,0,1,0,0
1,59939.02,3.849,10,0,0,38.852,157.484,4,4,3,1,5,4,3,4,0,1,0,0,1,1,1,1,0,0,1,0,0,0
0,50315.17,11.521,11,1,0,68.415,127.496,3,3,5,3,5,3,2,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0
1,44435.09,8.89,18,2,1,67.144,179.948,4,3,6,3,2,3,4,5,0,0,1,0,0,1,1,1,0,0,0,0,0,1
4,51383.17,5.671,8,0,0,66.979,197.488,3,3,2,3,4,2,3,4,0,0,0,0,0,1,1,0,1,1,1,1,0,1
1,8935.81,13.139,11,2,0,65.987,194.958,4,4,3,5,3,3,3,4,0,0,0,1,0,1,1,1,1,1,0,0,1,0
2,49954.4,9.528,9,0,0,46.581,129.962,3,2,3,3,3,3,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,50275.96,13.775,11,1,0,63.135,197.629,3,3,2,4,3,4,5,2,0,0,1,0,1,0,1,0,0,1,0,0,1,1
8,27251.15,11.031,10,2,0,58.172,174.962,5,5,5,2,4,3,3,3,0,1,0,1,0,1,1,0,1,1,0,1,1,0
0,35072.27,16.308,11,1,0,68.312,197.484,1,3,3,5,2,4,2,5,0,1,1,1,1,0,1,1,1,1,1,0,0,1
4,41697.74,7.72,12,2,1,71.256,179.948,2,2,2,3,4,3,5,3,0,0,0,1,0,1,1,1,0,0,0,0,0,1
2,6551.34,10.899,11,0,0,57.898,182.454,5,4,5,5,3,5,6,5,0,1,1,1,1,1,1,1,0,0,0,1,1,0
4,32935.41,13.546,11,0,0,60.892,210.127,2,3,2,4,3,3,2,3,0,0,0,0,0,1,1,0,1,0,0,0,1,1
1,48000.45,4.031,11,2,0,48.386,149.974,3,3,3,4,3,4,5,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0
1,43154.85,1.283,14,0,0,71.957,222.636,2,3,3,4,5,3,3,2,0,0,0,1,1,1,0,0,1,0,0,1,1,1
0,4959.61,11.526,15,1,0,67.087,270.16,4,3,4,4,5,3,3,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9,13473.99,8.583,10,0,0,65.13,210.105,4,3,4,4,3,2,4,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,49102.56,7.371,6,1,1,61.735,217.484,5,4,6,3,3,4,4,4,0,0,0,0,0,1,1,1,1,1,1,0,0,1
2,28813.13,14.141,17,0,1,71.814,162.512,3,1,2,4,3,4,4,4,0,0,1,0,0,0,1,1,1,0,1,0,0,1
1,29311.02,10.039,15,0,0,49.209,129.995,5,3,3,4,3,5,6,3,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,6210.83,10.079,11,4,0,64.885,182.447,2,2,1,4,4,3,4,4,0,0,0,1,0,1,1,0,0,1,0,1,0,1
2,57717.41,6.809,10,1,0,40.25,222.661,2,2,3,2,4,2,2,3,0,0,0,0,1,0,1,0,0,1,1,1,1,1
4,72298.05,4.724,12,0,1,69.976,212.642,4,3,3,2,5,3,2,3,1,1,0,1,0,0,1,0,0,0,1,1,1,1
0,23353.6,9.916,8,1,0,58.346,184.985,2,4,2,3,3,3,3,2,0,0,0,1,0,1,1,1,1,0,1,0,1,0
0,28679.37,5.898,8,0,1,42.35,167.456,3,3,4,4,2,5,5,4,0,0,1,0,0,1,1,1,0,1,0,0,0,0
0,37073.43,8.298,13,3,1,57.114,147.489,2,4,4,3,3,3,2,2,0,0,1,0,0,0,1,1,0,1,0,1,0,0
3,140367.2,8.568,15,0,0,54.371,160.012,3,3,3,4,3,2,3,4,0,1,0,1,0,0,1,1,0,1,1,1,0,0
1,63599.94,9.34,7,3,0,64.266,229.993,6,5,6,3,3,4,5,4,0,1,0,1,1,1,1,1,1,1,1,1,0,1
5,31551.04,13.012,13,1,1,69.137,242.633,3,3,4,5,4,3,4,4,0,0,0,0,1,1,1,1,1,0,0,0,1,1
2,52730.55,12.012,18,1,1,46.242,225.146,2,3,3,4,3,4,4,4,1,1,0,1,0,0,1,0,1,1,1,0,1,1
1,20514.4,10.415,10,0,0,54.266,164.978,2,3,3,3,3,4,2,4,0,0,0,0,0,0,1,0,1,1,1,0,0,1
2,12938.03,14.046,11,1,0,59.318,139.983,5,5,5,5,1,4,5,4,0,1,0,0,0,0,1,0,0,1,1,1,0,0
0,36283.34,10.31,12,1,0,69.336,144.961,4,3,4,3,4,4,5,4,0,0,0,1,1,1,1,1,0,0,0,0,0,0
3,14128.58,11.217,19,4,0,63.179,210.105,3,5,4,4,4,4,4,3,1,0,0,1,0,0,1,0,0,1,0,0,1,1
2,7297.34,8.27,7,1,2,60.456,232.624,2,3,4,5,3,5,5,4,1,0,0,0,0,0,1,1,0,0,0,1,1,1
4,20755.29,9.706,15,1,0,55.684,127.489,2,1,2,4,4,4,4,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,11720.53,14.076,12,1,0,38.068,124.994,5,4,5,3,5,4,4,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0
0,20907.94,11.0,14,2,0,57.707,212.656,4,3,4,4,4,2,4,4,0,0,0,1,1,0,1,0,1,1,0,1,1,1
3,6511.56,13.419,11,1,0,44.605,270.16,3,4,3,2,4,2,4,3,0,0,1,1,1,0,1,1,1,1,1,1,1,1
1,55582.52,13.03,13,3,1,71.287,142.483,4,4,5,4,2,4,4,4,0,0,0,0,1,0,1,0,1,0,1,0,0,1
1,93551.94,7.153,11,1,0,71.374,187.642,3,2,3,4,3,5,3,4,0,0,0,0,0,0,1,0,0,0,0,1,1,1
0,45433.92,10.831,16,1,1,62.021,169.945,4,3,3,3,4,3,4,2,0,0,1,0,1,1,1,1,0,0,0,0,1,0
8,63843.19,10.35,18,1,0,67.988,139.982,2,2,3,5,2,5,4,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0
0,46463.47,11.234,10,0,0,50.526,220.132,3,3,2,3,5,2,4,4,0,0,0,0,0,1,0,0,0,0,1,0,1,1
2,70140.91,14.148,12,0,0,61.005,169.993,4,4,4,5,2,6,4,3,0,0,0,1,0,1,1,1,0,0,1,1,0,0
0,8589.52,9.576,17,0,1,59.934,167.456,3,2,3,2,4,4,3,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0
8,14528.18,11.754,12,1,0,61.001,162.5,4,4,4,4,3,4,3,4,0,0,1,0,1,0,1,1,0,0,1,1,1,0
3,30577.74,12.014,14,1,1,66.776,172.458,5,4,6,3,3,3,3,3,0,1,0,1,0,1,1,0,0,1,1,0,1,0
8,12687.99,9.611,12,1,0,69.313,114.966,4,4,4,4,2,2,4,4,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1,38931.97,10.539,10,2,0,61.671,255.134,3,4,3,2,5,3,2,2,1,0,0,0,0,0,1,1,0,1,1,0,1,1
3,49285.68,13.651,13,1,1,60.178,102.475,3,3,3,4,1,5,5,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,38821.95,10.419,12,2,0,64.364,134.951,4,3,4,3,3,4,6,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2,18037.76,6.256,12,1,1,67.718,149.938,5,4,5,3,2,6,4,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,65783.84,8.257,10,0,1,67.707,139.935,4,3,3,3,2,3,5,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4,60463.81,12.03,12,1,0,59.72,149.971,5,6,5,5,2,4,5,6,0,0,1,1,0,0,1,0,0,1,0,1,0,1
4,50599.12,12.46,19,1,0,67.755,159.979,3,3,3,5,3,3,4,4,0,0,1,1,1,0,1,1,0,1,1,0,0,0
1,46164.49,12.828,12,2,0,56.266,104.964,3,2,3,3,5,4,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6,13317.33,10.455,10,3,0,62.652,242.614,4,5,3,3,4,3,4,4,0,0,0,1,1,1,0,0,0,1,0,1,1,1
1,90857.99,13.132,9,2,1,66.2,140.005,5,4,5,3,4,3,4,4,0,1,1,0,0,1,1,0,1,0,1,1,0,0
4,45556.59,16.136,13,1,1,49.264,169.967,4,4,4,4,4,3,2,2,0,0,1,0,0,0,1,1,0,1,0,0,0,1
0,41695.97,13.142,12,1,0,59.333,149.993,3,3,3,4,4,3,3,4,0,0,0,0,0,0,1,1,0,0,1,1,0,0
1,13069.94,9.366,11,0,1,69.547,159.935,3,4,3,4,5,2,2,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1,113095.0,4.557,14,1,0,54.164,245.128,4,4,3,4,3,3,4,2,0,0,1,0,1,0,1,1,1,1,0,0,1,1
1,29827.09,10.505,13,0,0,60.696,172.485,4,3,5,4,4,3,4,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1
2,102928.6,9.396,14,2,1,66.673,187.609,5,4,4,6,3,4,6,4,0,0,1,1,1,0,1,0,0,0,0,0,1,1
3,45278.46,8.059,9,0,1,45.804,200.132,3,4,4,3,3,3,3,4,0,0,0,1,0,0,1,0,0,0,1,0,1,1
2,66644.71,7.264,10,2,0,58.208,169.993,3,4,3,3,4,3,3,4,0,1,0,1,0,1,1,1,0,0,1,1,0,0
2,40098.08,5.417,15,1,1,62.988,192.47,2,3,3,3,3,3,6,3,0,0,1,0,0,1,1,1,0,0,1,0,0,1
1,15931.18,10.29,12,0,0,67.509,262.611,3,2,3,3,3,4,4,2,0,1,0,1,0,1,1,1,0,1,0,0,1,1
4,51865.58,11.531,11,0,1,67.964,174.962,4,4,3,3,4,3,3,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0
0,32893.0,5.726,16,1,1,71.487,179.966,3,3,4,4,3,3,2,3,0,0,0,0,0,1,1,1,0,1,0,1,0,0
4,14780.0,16.993,15,0,2,66.633,184.985,1,2,2,3,6,2,2,3,0,0,0,1,1,1,1,1,1,0,1,0,1,0
2,19652.74,6.64,10,1,1,70.433,172.487,4,5,2,2,4,2,3,4,0,0,0,0,0,0,1,1,0,1,1,0,1,0
1,20108.49,11.177,18,1,0,46.988,147.478,5,4,5,3,3,4,4,4,0,0,0,1,0,1,1,1,1,0,0,0,0,0
0,20014.25,7.01,11,2,1,70.7,149.945,3,4,3,3,4,4,4,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,19288.37,8.759,8,3,0,61.124,192.457,3,3,3,3,4,4,2,3,0,0,0,0,0,1,1,1,0,0,0,1,0,1
4,22409.74,13.478,11,1,0,61.466,127.46,4,4,2,5,2,4,4,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3,73031.71,9.489,12,1,1,56.778,102.475,4,4,3,3,3,3,2,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,35215.76,4.712,9,1,0,58.669,255.142,5,4,5,5,3,3,3,3,0,0,0,1,0,1,1,1,1,0,0,1,1,1
0,17571.8,6.668,14,2,1,54.676,200.132,3,3,4,4,2,4,3,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1,19256.41,9.752,6,3,0,51.113,157.47,5,4,4,4,2,5,4,2,0,0,0,1,0,1,1,1,0,0,0,1,0,0
7,68825.55,9.055,10,1,0,63.073,162.501,2,3,3,4,4,4,4,5,0,1,0,0,0,1,1,0,1,1,1,1,0,0
1,8774.81,12.807,13,0,0,66.812,172.458,3,2,4,3,3,2,1,5,0,0,0,0,1,1,1,0,0,1,1,0,1,0
3,26532.74,9.609,13,1,0,57.696,197.484,3,2,2,4,4,4,3,3,1,0,0,1,0,0,1,1,1,1,1,0,0,1
1,42849.02,6.857,11,1,0,63.918,192.47,4,5,4,2,3,4,3,4,0,0,0,1,1,1,0,1,0,0,1,0,0,1
2,30712.74,5.482,11,0,0,69.887,132.48,5,5,3,3,3,3,3,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2,27636.12,8.45,12,1,1,68.531,235.156,3,2,4,3,3,3,3,2,0,0,0,1,1,0,1,1,1,0,1,0,1,1
2,69230.08,11.469,14,0,0,67.548,210.138,4,3,5,4,3,4,3,3,0,1,1,1,1,0,1,0,0,1,0,1,1,1
1,11287.26,5.125,14,7,1,70.118,230.105,4,3,4,4,3,5,4,2,0,1,0,0,0,1,1,0,0,1,0,0,1,1
0,13554.79,11.625,14,2,0,43.458,184.95,3,3,3,3,3,2,2,3,0,0,0,1,0,0,1,1,0,1,0,1,1,0
1,55164.8,8.951,12,0,0,70.065,204.961,4,3,4,3,4,4,4,4,0,0,0,0,0,1,1,1,1,1,0,0,0,1
3,22588.94,9.977,13,1,0,57.226,149.992,3,3,3,3,4,3,3,2,0,0,0,0,0,1,1,0,1,1,1,0,0,0
5,12521.22,10.346,10,0,1,56.458,210.138,5,5,5,4,3,4,4,5,0,0,0,1,0,0,1,0,0,1,0,1,1,1
1,72032.69,14.754,8,0,1,57.472,154.962,3,3,2,5,2,4,2,3,0,0,0,1,0,0,1,0,1,1,0,1,1,0
1,85921.6,15.909,9,2,0,64.572,235.159,4,6,4,2,4,4,4,5,1,0,0,1,0,1,1,0,1,0,1,1,1,1
8,57725.74,9.142,9,2,0,66.492,149.938,3,3,4,2,5,2,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,23785.52,5.286,9,1,0,68.697,179.948,3,3,2,3,3,2,4,3,0,1,0,1,1,1,0,1,0,0,0,0,0,1
0,31402.9,8.109,11,2,0,58.302,149.984,3,4,3,3,4,3,2,4,0,0,0,1,0,0,1,0,0,1,1,0,0,1
2,13893.6,10.544,14,1,0,62.435,252.624,3,2,3,3,2,3,4,3,0,1,0,0,0,1,1,1,0,0,0,1,1,1
8,34261.92,10.811,14,2,0,68.124,184.98,4,3,3,3,3,3,4,3,0,0,0,0,1,0,1,1,0,0,1,1,0,1
0,93970.75,10.248,13,1,0,61.203,149.992,5,4,6,2,3,5,6,5,0,1,0,0,0,1,1,0,1,1,1,0,0,0
3,12421.16,12.463,5,2,0,48.893,212.623,3,4,3,3,4,3,2,4,0,0,1,1,1,0,1,0,1,1,0,0,1,1
2,33004.61,12.6,7,1,0,62.178,104.992,6,5,6,4,3,4,4,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0
0,26828.46,12.344,8,0,0,51.058,139.968,2,3,3,5,4,3,5,3,0,0,0,0,1,0,1,0,0,1,0,1,1,0
1,11096.39,11.332,8,1,0,61.418,172.44,1,2,2,4,3,3,5,5,0,1,0,1,0,0,1,1,0,1,0,0,1,0
0,14493.87,9.934,11,1,1,66.808,192.457,4,4,5,4,2,6,5,4,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,28431.85,9.442,11,1,0,67.786,104.992,4,4,4,3,3,3,5,3,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,44732.75,8.544,9,2,1,61.495,129.995,4,4,3,1,5,4,4,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0
1,31304.23,8.045,20,1,0,50.275,192.488,3,3,3,2,4,3,3,2,0,0,0,1,0,1,1,1,0,1,1,1,0,0
3,18078.02,10.32,13,1,0,54.552,212.642,3,4,2,5,3,5,5,3,0,0,1,1,1,0,1,0,0,0,1,1,1,1
1,13642.51,11.829,6,1,2,68.67,152.462,3,2,3,2,4,3,3,3,0,0,0,0,0,0,1,1,1,0,0,0,1,0
2,36271.6,9.702,11,2,0,62.031,245.146,5,5,5,4,3,4,4,3,0,1,1,1,0,1,1,0,1,1,1,0,1,1
0,27715.71,7.901,11,1,0,55.591,127.474,4,4,4,4,3,5,4,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3,45203.76,15.26,13,1,0,71.988,162.471,5,4,5,3,3,5,4,3,0,0,0,0,1,1,1,0,0,0,1,1,1,0
0,35138.0,7.678,14,2,0,61.707,137.462,2,3,1,4,3,3,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,28883.86,12.271,9,1,0,68.231,159.935,4,3,3,4,2,5,2,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0
9,26157.03,13.837,19,2,1,57.335,159.979,6,5,6,3,5,5,5,6,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1,32134.66,9.855,13,0,0,41.93,117.486,3,3,4,3,2,3,5,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4,19360.56,9.937,16,2,0,42.738,202.65,4,4,3,4,3,4,4,4,1,0,0,0,0,0,1,0,1,0,1,0,1,1
4,43560.75,7.661,16,1,2,47.461,139.935,4,4,4,3,4,3,3,3,0,0,0,1,1,0,1,0,0,1,0,0,1,0
1,22016.87,12.394,13,2,0,61.703,190.174,4,4,4,3,4,5,5,5,0,0,0,0,1,0,1,0,1,0,1,0,1,1
4,73585.2,11.75,12,1,0,45.641,210.105,3,4,4,5,2,4,5,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1
1,13419.4,4.457,11,2,1,70.549,232.624,5,5,4,4,4,6,4,5,1,1,0,1,1,0,1,1,0,0,0,1,1,1
4,131421.6,8.776,8,0,0,71.263,182.443,5,5,4,3,5,3,4,3,0,0,0,0,1,0,1,1,0,1,0,0,0,1
3,58634.05,11.323,9,1,0,49.199,179.979,2,4,5,4,4,4,5,4,0,0,0,0,1,1,1,1,0,1,1,0,0,0
4,25377.86,9.213,13,0,1,68.594,214.966,3,3,4,4,3,4,3,4,0,0,0,0,0,1,1,1,0,1,1,0,0,1
4,73871.69,11.581,12,2,0,36.88,182.454,4,3,4,3,2,4,4,6,0,0,1,0,1,1,1,1,0,0,0,1,1,0
0,42176.36,8.556,7,0,1,63.86,192.457,4,3,4,4,2,3,3,4,0,0,0,1,1,1,1,1,0,0,0,1,0,1
3,13479.83,12.425,13,0,0,68.363,104.963,3,4,4,4,3,4,3,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0
1,12826.8,12.985,14,2,1,66.032,207.481,3,4,4,2,4,3,4,5,0,0,1,0,0,1,1,1,1,1,1,0,1,0
3,34128.52,8.103,8,1,0,38.018,139.965,4,4,5,4,3,3,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,5841.81,9.742,13,2,1,55.137,137.487,3,3,3,4,4,4,3,2,0,0,1,1,1,1,1,0,0,0,1,1,0,0
3,44510.61,9.52,5,0,0,65.613,184.996,4,5,3,5,4,4,2,2,0,0,0,0,0,0,1,1,0,1,1,1,1,0
1,53710.01,7.751,9,0,1,54.799,114.973,3,3,4,3,3,3,3,4,0,0,0,0,1,1,1,0,1,0,0,0,0,0
