Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingTV,DummyStreamingMovies
8,33692.36,10.586,12,1,1,71.538,162.454,6766.153,3,3,3,5,3,4,3,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0
0,74519.58,15.417,8,1,0,51.419,194.988,4505.605,5,5,4,5,3,5,4,4,0,1,0,0,1,1,1,1,1,0,1,0,0,1
0,25647.81,9.022,10,0,0,58.487,240.115,5277.732,4,3,3,3,3,5,2,4,0,0,0,1,0,1,1,1,0,0,0,0,1,1
1,44165.04,10.474,10,2,0,48.498,217.472,4557.472,4,4,4,3,4,3,5,3,1,1,0,1,0,1,1,1,0,1,1,1,1,0
2,37694.14,8.646,10,0,1,59.499,139.968,5311.713,5,4,4,5,3,2,5,3,0,1,0,1,0,0,1,0,0,1,0,1,1,0
0,21253.32,4.613,6,0,0,60.084,179.979,5229.144,4,5,3,2,5,4,4,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0
3,49737.57,12.55,11,0,0,50.943,162.468,4946.546,4,4,5,3,2,4,4,6,0,0,1,0,1,0,1,1,0,0,1,0,1,0
1,70354.12,8.776,19,0,0,54.503,162.453,4945.724,4,6,3,2,4,4,3,3,0,1,0,1,1,1,1,0,1,1,0,0,1,0
0,48628.18,9.837,13,1,0,45.222,204.961,4032.927,5,5,3,2,4,3,2,3,0,0,0,0,0,1,1,1,1,1,0,0,0,1
3,33056.02,10.587,11,1,0,67.885,124.961,6076.693,4,4,3,3,5,3,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,20215.1,7.571,8,2,0,63.599,117.472,5644.627,5,5,6,6,2,5,3,5,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1,35305.34,8.136,1,2,0,69.756,167.456,6000.122,4,3,4,2,5,3,4,4,0,0,1,0,1,1,1,1,0,1,0,0,0,0
0,78242.35,7.297,11,2,0,43.462,182.483,3871.368,3,4,3,4,5,2,4,3,0,0,0,1,0,1,0,1,1,1,0,1,0,0
3,37955.41,4.545,12,2,1,54.636,192.488,4951.561,2,3,3,3,4,3,1,2,0,1,0,0,0,1,1,1,0,1,1,1,0,0
0,7203.02,10.962,11,2,0,50.384,164.978,5014.026,3,3,3,5,4,3,2,2,0,1,0,1,0,0,1,0,1,1,1,0,0,1
6,22243.66,13.325,17,4,0,45.89,104.964,4263.128,4,4,3,4,4,4,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,52286.02,13.085,16,1,0,66.207,220.162,5943.037,3,4,3,5,3,4,2,3,0,0,0,1,1,0,1,1,0,0,1,0,1,1
3,20138.55,7.646,8,1,1,57.408,210.105,5754.452,4,3,3,4,4,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4,28226.03,7.072,11,2,0,55.422,169.938,4923.41,4,4,4,4,2,4,3,5,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4,12170.42,8.968,11,1,0,40.96,155.008,3893.31,4,3,3,5,5,3,4,3,0,0,0,1,0,0,1,0,1,1,1,1,1,0
3,20769.65,8.318,13,3,0,59.482,162.447,5781.096,4,3,4,4,2,5,5,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1
8,17847.64,12.497,13,1,2,69.532,144.961,6106.543,6,5,4,2,7,4,4,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0
4,27211.31,11.679,14,1,0,39.228,202.65,4443.925,2,2,4,4,3,4,4,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1
1,79248.45,11.641,13,2,0,52.567,240.115,4886.937,3,2,4,4,4,4,4,3,1,0,0,1,0,1,1,1,0,0,0,0,1,1
3,11388.33,10.088,18,2,1,41.758,192.47,3938.094,3,3,3,4,4,3,2,4,0,0,0,1,1,1,1,1,0,0,1,0,0,1
8,103098.0,13.639,10,3,0,56.647,157.484,5092.941,3,3,2,4,5,2,1,4,0,0,0,1,0,1,1,1,0,0,1,0,0,0
2,43672.55,12.542,13,0,2,70.012,114.951,6193.095,4,3,4,3,4,4,5,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8,24088.27,9.411,11,0,0,69.244,140.005,6024.53,2,3,2,4,4,4,3,4,0,0,0,1,0,1,1,0,1,0,1,1,0,0
0,10475.58,5.327,7,5,1,71.32,137.469,5994.956,3,2,3,3,5,3,2,4,0,0,1,1,0,1,1,0,1,1,0,0,0,0
3,32596.51,4.332,12,1,0,65.242,124.961,5929.346,3,4,4,3,4,3,4,3,0,0,1,1,1,0,1,1,0,0,0,0,0,0
0,12824.19,10.218,11,0,0,48.5,194.958,4429.501,3,3,3,3,3,2,2,4,0,1,0,0,1,1,0,1,1,1,0,0,1,0
3,18785.9,10.745,10,2,1,53.153,220.118,4873.127,6,4,4,3,3,3,3,3,0,0,0,0,1,1,1,0,0,0,0,1,1,1
1,25684.14,8.564,15,1,0,59.352,117.439,5407.054,2,2,2,4,3,4,4,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,64277.43,8.62,10,0,0,55.224,94.973,5156.064,5,5,5,4,4,6,5,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5,85614.86,8.435,13,2,1,62.729,104.978,5706.022,3,3,3,4,2,3,5,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2,17300.45,6.275,14,2,0,56.436,79.979,4726.724,3,2,2,5,2,4,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8,25324.77,9.381,11,1,0,61.7,237.655,6375.59,2,3,4,3,2,4,3,3,1,0,0,1,0,0,1,0,1,1,1,1,1,1
0,70618.67,12.094,9,1,0,69.384,152.456,6426.705,4,4,5,3,3,3,3,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,22295.17,12.832,13,0,0,45.919,169.938,4149.795,4,4,4,2,3,3,3,3,0,0,0,1,1,1,1,0,0,1,0,0,0,1
0,32672.77,6.308,17,1,0,70.996,114.966,5999.084,3,4,2,4,4,4,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,119599.4,4.876,9,2,0,38.92,184.978,3747.782,2,3,3,4,3,3,4,2,0,1,0,1,0,1,1,0,1,1,1,0,0,1
0,52543.98,5.087,14,2,0,63.88,207.467,5777.144,4,3,5,2,3,3,4,3,0,0,1,1,1,1,1,1,1,1,0,1,1,0
0,34471.13,10.017,9,0,0,68.009,235.137,6692.363,5,6,5,2,3,5,4,3,0,0,0,1,0,0,1,0,0,1,1,1,1,1
5,39654.43,14.485,19,1,1,63.048,200.146,6023.972,5,4,5,1,5,2,4,4,0,0,0,1,1,0,1,0,1,1,0,0,1,1
0,24220.94,11.507,11,0,0,64.339,172.485,5540.302,3,4,3,2,6,2,3,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1
0,52905.61,5.819,14,0,1,62.233,149.945,5773.964,3,2,3,4,3,3,3,4,0,0,0,0,1,0,1,1,0,0,0,0,1,0
4,47254.65,8.343,8,1,0,59.15,169.967,5205.71,2,4,3,3,4,3,3,2,0,1,0,1,0,0,1,1,0,1,0,0,0,1
1,24040.95,12.128,10,0,0,71.782,147.478,6111.281,3,3,2,4,4,4,3,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1,72654.19,11.407,12,3,0,43.934,159.965,3798.957,4,3,4,3,4,4,2,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1
7,58391.65,10.142,17,3,0,68.975,159.964,6296.62,4,4,3,3,3,3,4,3,0,0,1,1,0,0,1,1,0,1,0,0,1,0
3,10892.54,9.295,10,0,1,43.699,127.442,4235.171,2,2,1,3,5,3,3,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,22554.89,2.27,13,1,0,50.766,162.5,4431.684,2,4,2,5,2,5,5,3,0,0,0,1,0,0,1,1,0,0,1,1,1,0
4,57497.76,9.155,14,0,0,36.981,220.132,3668.333,2,2,3,2,4,1,2,3,0,0,0,1,0,1,1,0,0,0,1,0,1,1
2,57108.11,11.075,12,0,1,54.838,162.494,5015.195,2,3,4,3,4,2,1,2,0,0,0,1,0,0,1,0,0,1,1,1,0,1
1,2468.7,9.486,14,2,0,64.089,149.989,5732.341,4,4,3,3,4,4,3,3,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1,17563.31,11.363,17,0,0,45.969,124.994,4043.335,2,3,3,5,3,3,5,5,0,0,0,1,0,0,1,1,0,0,0,1,0,0
6,74305.5,6.975,14,0,0,48.043,222.65,4856.923,5,5,5,3,2,4,4,4,0,1,0,1,1,1,0,0,1,0,1,0,1,1
1,31962.04,11.601,9,2,1,60.167,220.118,5510.855,4,5,4,3,5,4,4,5,0,0,1,0,0,1,1,0,0,0,0,1,1,1
1,146600.8,15.991,12,1,1,64.155,137.484,5738.897,4,4,5,3,5,4,3,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0
6,9275.55,9.32,11,1,2,41.726,137.47,4059.808,2,2,2,5,3,2,3,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,19683.44,10.311,13,3,0,53.866,242.633,5123.028,3,3,4,2,5,3,1,4,0,0,0,1,0,1,1,1,1,0,0,0,1,1
2,18679.11,6.584,16,0,0,63.96,162.469,5514.499,4,3,3,3,3,3,4,3,0,0,0,0,1,1,1,0,1,0,0,1,0,1
3,5043.14,9.256,17,2,0,58.345,154.992,5567.463,4,4,3,3,3,3,2,5,0,0,0,1,1,0,1,0,1,0,1,1,0,1
3,17740.18,18.176,8,0,0,59.461,192.47,5277.178,2,1,3,4,4,1,2,3,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,46656.47,14.896,8,1,0,70.592,164.985,6602.811,3,3,3,4,5,2,2,3,0,0,0,1,0,0,1,1,1,0,1,0,1,0
2,13240.53,6.922,12,0,0,55.625,79.979,4798.899,3,2,4,5,1,5,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,42679.8,6.951,13,0,0,54.066,242.633,4972.337,3,4,4,4,5,3,3,5,0,0,1,0,0,1,1,1,1,0,0,0,1,1
3,14009.63,10.376,12,0,0,60.982,182.443,5725.422,4,4,5,3,3,5,4,4,0,0,0,0,1,0,1,1,0,1,0,0,0,1
1,52171.43,11.063,14,1,0,51.533,220.118,4644.934,4,3,4,5,2,4,4,3,0,0,0,0,1,1,1,0,0,0,0,1,1,1
0,32076.79,8.017,10,1,0,64.486,172.474,5666.607,3,4,4,2,6,3,2,4,0,0,0,0,0,1,1,0,0,0,1,1,0,1
2,27479.16,8.238,14,0,1,65.631,132.48,6238.374,5,4,4,5,3,6,4,5,0,0,0,1,0,0,1,0,1,0,1,0,1,0
3,37542.28,10.675,10,2,0,51.537,172.47,5129.54,2,2,3,4,3,5,3,2,0,0,1,1,0,0,1,1,0,0,1,0,0,1
4,5026.38,12.239,15,0,1,48.763,129.993,4409.527,3,3,2,4,1,3,3,4,1,0,0,1,0,0,1,0,1,0,0,1,0,1
2,23024.38,11.86,10,0,0,71.026,220.115,6849.085,6,5,4,2,3,3,4,4,0,0,0,0,1,0,1,1,0,0,0,0,1,1
1,93186.26,8.333,10,2,1,47.525,117.486,4185.015,3,3,3,4,3,3,4,3,0,1,1,1,0,0,1,0,0,0,1,0,1,0
4,61395.66,11.513,17,1,0,68.036,117.439,6273.278,4,3,4,3,5,3,3,3,0,1,0,1,1,0,1,0,0,0,0,0,1,0
4,53563.03,12.294,9,1,0,63.378,262.611,5836.607,4,4,5,4,3,4,4,4,0,0,1,0,0,1,1,1,0,1,0,0,1,1
0,27123.66,12.327,13,1,0,69.367,165.011,5986.22,3,3,4,4,3,5,5,4,0,1,0,1,1,0,1,0,1,1,1,1,0,1
1,17595.42,8.974,12,0,0,64.916,187.656,5902.115,4,3,3,5,4,4,3,4,0,0,1,1,0,0,1,0,0,0,1,0,1,1
7,6695.49,10.961,7,1,0,60.747,157.47,5350.106,4,4,5,4,3,2,4,3,0,0,1,0,0,1,1,1,0,0,0,1,0,0
4,34411.1,12.818,13,2,1,65.253,137.469,5598.579,4,4,4,5,3,4,3,4,0,0,1,1,1,1,1,0,1,1,0,0,0,0
2,25568.0,11.387,5,1,0,60.801,197.484,5961.811,4,5,5,3,4,4,4,3,0,0,1,0,1,0,1,1,1,1,1,0,0,1
2,73309.86,10.562,14,2,0,55.752,235.142,5697.929,4,4,4,4,5,5,4,6,0,0,0,0,0,0,1,1,1,0,0,1,1,1
1,25190.07,16.016,8,1,2,61.237,182.461,5396.239,4,3,3,3,3,4,4,4,0,0,1,0,1,1,1,0,0,1,1,0,0,1
5,22117.1,6.469,12,3,0,42.931,190.174,4390.888,3,2,3,1,5,2,4,2,0,1,0,0,1,0,1,0,1,0,1,0,1,1
0,24526.83,8.112,9,1,0,64.763,242.628,5912.297,4,4,4,5,2,3,4,5,0,0,1,1,1,1,1,0,0,1,1,0,1,1
1,52337.71,14.259,10,0,0,63.706,182.465,5602.326,5,4,3,6,3,4,6,5,0,0,0,0,0,1,1,1,1,0,0,0,0,1
0,80309.69,12.124,11,0,1,66.74,112.484,5598.395,3,4,3,3,3,4,5,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,89970.37,11.442,9,1,1,43.698,235.156,4732.92,5,5,3,4,2,5,5,4,1,0,0,1,1,0,1,1,1,0,1,0,1,1
1,36574.47,9.897,19,1,0,55.895,192.488,5045.585,3,4,4,3,3,4,3,3,0,1,0,1,0,1,1,1,0,1,1,1,0,0
0,31894.71,8.294,16,1,1,61.208,184.95,5827.64,4,4,4,3,5,5,4,4,0,0,1,1,0,0,1,1,0,1,0,1,1,0
2,27472.28,6.392,10,0,0,67.751,124.994,5714.327,3,2,3,4,3,3,4,3,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,39651.69,11.874,12,2,0,67.112,159.965,5739.42,4,5,2,4,4,3,3,3,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1,4489.66,11.842,15,1,0,55.187,147.456,5121.506,2,2,5,1,4,3,2,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0
7,42789.24,8.919,15,2,1,71.974,164.978,6916.34,4,4,3,3,3,5,3,5,0,0,1,0,0,0,1,0,1,1,1,0,0,1
2,23279.78,10.374,15,0,1,41.674,287.643,4168.12,2,2,2,4,3,4,1,4,0,0,0,0,0,1,1,1,0,1,1,1,1,1
0,29353.41,7.663,11,1,0,68.553,139.935,6438.459,3,4,4,3,5,4,2,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,35741.44,7.627,11,0,0,61.131,149.984,5397.393,3,3,2,5,3,3,3,3,0,1,1,1,0,0,1,0,0,1,1,0,0,1
1,32502.96,10.032,12,1,2,68.415,117.439,6205.418,5,5,5,4,2,5,3,4,0,0,0,1,1,0,1,0,0,0,0,0,1,0
4,26887.33,11.001,9,0,0,66.231,287.643,6347.935,3,5,4,3,5,3,2,3,0,0,1,1,0,1,1,1,0,1,1,1,1,1
1,53640.47,10.441,13,2,0,59.644,217.484,5487.954,4,4,3,3,3,4,2,3,0,0,0,1,0,1,1,1,1,1,1,0,0,1
8,94258.71,13.332,9,2,0,67.391,255.166,6579.181,3,3,3,3,4,2,2,3,0,0,0,0,0,0,1,1,0,1,1,1,1,1
3,30836.33,7.909,11,2,1,70.171,137.487,5884.793,2,2,2,5,4,2,3,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0,164529.0,13.86,15,2,0,62.995,245.146,5837.201,4,4,3,3,4,5,4,5,1,0,0,1,0,1,1,0,1,1,1,0,1,1
1,43088.83,10.699,12,1,1,56.26,242.633,5322.617,4,3,4,2,4,3,4,2,0,0,0,0,0,1,1,1,1,0,0,0,1,1
2,14038.55,15.93,12,0,0,46.66,104.978,4320.023,5,6,5,2,6,6,3,4,0,1,1,1,0,0,1,0,0,0,1,0,0,0
4,13285.84,10.425,11,0,0,69.069,184.978,6083.905,3,2,2,4,4,5,3,2,0,0,0,1,0,1,1,0,1,1,1,0,0,1
1,6759.91,15.287,11,2,1,68.455,240.115,6125.329,3,4,4,4,4,3,1,4,0,0,0,1,0,1,0,1,0,0,0,0,1,1
3,40074.01,16.681,12,1,0,65.053,235.137,6617.854,4,6,4,3,3,4,3,4,0,0,1,1,0,0,1,0,0,1,1,1,1,1
0,6820.51,10.94,10,2,1,64.481,149.945,6048.807,4,3,4,4,3,4,4,5,0,0,0,1,0,0,1,1,0,0,0,0,1,0
2,114044.9,12.408,11,0,0,69.458,119.99,5938.504,2,3,3,5,2,2,2,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0
2,22716.52,12.665,9,0,1,71.248,139.998,6127.778,4,4,3,2,4,2,5,5,0,0,0,1,1,0,1,0,0,0,1,1,0,1
1,52797.42,17.677,6,0,0,62.698,267.643,6310.736,4,5,3,5,4,5,2,5,1,0,1,0,1,0,1,1,0,1,1,1,1,1
0,17260.93,10.478,12,0,1,38.583,147.503,3296.618,5,4,4,3,5,4,3,4,0,0,0,1,0,0,1,1,0,1,1,0,0,0
2,62292.07,3.406,17,2,0,62.714,152.444,5861.983,5,6,5,5,4,5,5,4,0,0,0,1,1,0,1,0,0,1,0,1,1,0
0,6435.12,8.799,15,0,1,70.635,169.967,6171.48,3,3,2,5,2,5,5,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6,100257.6,13.515,16,1,0,60.047,147.442,5434.194,3,5,4,3,2,3,4,5,0,0,1,1,1,1,1,0,0,0,0,0,0,1
0,23355.34,14.051,14,0,0,52.925,127.478,4932.43,4,4,4,2,3,3,4,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0
6,52413.54,7.345,15,0,0,69.866,185.008,6519.121,4,3,3,4,3,4,3,4,0,1,0,0,0,0,1,1,1,1,1,0,0,1
1,27720.47,11.637,12,1,0,53.394,220.162,5026.753,4,4,4,2,4,5,4,3,0,1,0,0,0,0,1,1,0,0,1,0,1,1
0,43216.69,2.612,16,1,0,61.366,195.006,5351.473,4,2,3,4,4,3,4,4,0,0,0,1,0,1,1,1,1,1,1,1,0,0
5,24029.52,4.485,12,0,0,71.806,219.99,6491.869,4,5,5,4,3,5,4,3,0,0,0,0,0,1,1,1,1,1,1,1,1,0
7,60815.04,7.708,16,0,0,50.405,162.53,4727.495,3,4,4,4,3,4,4,2,0,0,1,0,0,0,0,1,1,1,1,1,0,0
1,8692.66,10.755,14,3,0,67.604,117.486,5849.951,4,4,3,3,5,4,5,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0
0,29727.21,8.575,6,0,0,60.427,162.482,5394.817,2,2,2,4,1,3,3,3,0,0,0,0,1,0,1,1,1,1,0,0,1,0
0,27058.36,7.886,13,3,0,71.991,222.633,6840.191,4,4,3,5,3,5,4,5,0,0,0,1,1,0,1,1,1,0,0,0,1,1
4,49125.36,16.476,13,2,1,52.267,184.95,5218.124,4,4,3,4,3,3,4,4,0,0,0,1,1,0,1,1,0,1,0,1,1,0
0,65640.28,13.788,14,0,0,63.814,222.628,6206.567,2,3,3,3,4,3,3,4,0,0,0,1,0,0,1,0,0,1,1,0,1,1
4,33567.58,7.838,11,0,0,50.441,182.443,4984.621,4,4,4,2,2,4,5,4,0,0,0,0,1,0,1,1,0,1,0,0,0,1
0,20832.66,5.828,16,0,2,37.048,129.962,3715.869,3,4,2,5,4,2,3,4,0,0,1,0,0,0,1,0,0,0,1,0,1,0
4,20631.55,6.398,7,1,0,60.263,172.456,5398.89,3,1,3,4,2,4,3,3,0,1,0,0,0,1,0,0,1,1,0,0,0,1
1,55933.65,12.444,6,2,0,66.1,217.484,5803.869,5,5,5,3,3,4,5,5,0,1,0,0,1,1,1,1,1,1,1,0,0,1
0,32929.09,11.081,13,0,1,46.032,119.957,4478.071,3,3,2,4,4,4,3,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5,16465.85,6.666,13,2,0,53.246,149.948,4732.156,5,3,3,4,3,5,3,4,0,0,1,0,0,1,1,0,0,0,0,1,1,0
0,22821.11,15.254,17,0,1,61.354,140.005,5351.735,5,4,5,5,2,4,5,2,0,0,0,0,1,1,0,0,1,0,1,1,0,0
4,35950.39,8.082,12,1,0,59.606,127.442,5648.298,4,5,4,2,5,4,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1
10,107341.5,2.106,12,0,0,56.345,152.48,5299.289,6,5,5,5,2,5,5,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0
3,10770.7,9.607,6,0,3,61.747,182.465,5450.904,4,4,4,3,3,5,4,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1
3,25747.86,11.976,13,0,0,71.994,192.47,6458.177,3,3,3,3,4,3,4,6,0,0,0,0,0,1,1,1,0,0,1,0,0,1
2,4978.33,10.576,9,1,0,61.845,190.174,5779.477,4,3,4,3,3,4,4,4,0,0,1,1,0,0,1,0,1,0,1,0,1,1
3,30407.3,12.513,17,0,0,45.347,184.95,4471.648,2,2,3,3,2,3,5,4,0,0,1,1,1,0,1,1,0,1,0,1,1,0
1,99132.61,9.073,10,0,0,70.995,202.443,6087.219,3,2,2,3,4,3,1,4,0,1,0,0,0,1,1,1,0,1,0,0,0,1
0,5435.86,8.358,13,0,0,66.899,184.961,6163.633,4,4,2,5,4,4,4,3,0,1,0,0,0,0,1,1,1,1,0,0,0,1
0,20406.36,8.85,10,0,0,51.59,194.97,4608.507,4,4,4,4,3,3,3,4,0,0,0,1,0,1,1,0,0,1,1,1,0,1
0,108956.8,7.357,10,1,1,43.406,200.132,4472.041,2,2,2,4,4,3,2,3,1,1,0,1,1,0,1,0,0,0,1,0,1,1
3,67999.95,13.474,7,0,0,53.911,149.978,4810.281,2,2,2,5,1,4,4,4,0,0,0,0,0,1,1,0,1,1,0,1,0,0
1,17175.88,9.009,15,0,2,44.148,242.633,4347.709,4,4,5,4,5,4,5,4,0,0,1,0,1,1,0,1,1,0,0,0,1,1
1,27192.54,14.001,15,1,0,49.221,152.462,4738.397,2,3,2,5,3,4,4,4,0,0,1,1,0,0,1,1,1,0,0,0,1,0
1,54381.23,9.376,13,0,0,52.605,184.98,5048.66,3,1,3,3,4,2,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,1
1,57498.9,5.605,8,2,1,55.027,265.128,5234.716,4,4,3,2,4,3,3,4,1,0,0,1,0,1,1,1,1,1,0,0,1,1
0,15358.09,10.75,15,1,2,50.6,159.965,4462.199,2,2,2,5,2,3,3,3,0,0,0,1,0,1,1,0,0,0,1,0,0,1
0,58722.42,9.915,10,0,1,48.603,212.623,5002.761,4,3,4,3,5,5,3,5,1,0,0,1,0,0,1,0,1,1,0,0,1,1
2,28990.97,14.058,8,0,0,66.037,194.974,5877.566,2,2,2,4,2,3,2,2,0,1,1,1,0,1,1,1,1,0,0,1,0,1
2,66115.1,10.249,15,1,0,68.877,277.651,6366.331,4,3,5,4,4,4,4,3,0,1,0,1,0,1,1,1,1,1,1,0,1,1
5,51061.01,1.451,9,1,0,60.174,184.994,5426.207,3,3,5,2,4,4,1,5,0,0,0,0,1,0,1,1,1,1,0,1,0,1
2,46704.87,10.566,11,1,1,64.25,210.105,6230.666,2,2,1,2,4,1,2,3,0,0,0,1,0,0,1,0,0,1,0,0,1,1
4,115758.0,9.169,10,0,0,54.655,117.486,5016.831,3,4,4,4,3,4,3,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,36398.01,8.191,12,2,0,70.509,124.964,5774.34,3,3,3,2,4,5,4,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,47833.67,10.156,5,1,0,67.062,149.945,6261.419,3,2,2,4,4,2,3,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,5644.85,11.885,13,1,0,43.021,120.004,3926.01,2,4,3,5,3,4,4,3,0,0,0,1,1,0,1,0,1,0,1,0,1,0
1,12619.97,3.957,11,0,0,49.806,172.51,4439.412,2,3,2,3,5,2,3,3,0,1,1,1,0,1,1,1,1,0,1,1,0,0
1,8667.17,10.189,17,1,0,65.915,242.657,6020.902,2,3,3,3,3,2,2,4,0,1,0,1,0,0,1,1,0,1,1,0,1,1
9,48552.54,9.013,17,1,0,63.889,139.951,6265.689,2,4,4,4,3,3,4,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1,55153.17,9.092,12,2,0,69.931,159.935,6181.75,3,3,2,3,4,4,3,5,0,0,1,0,0,1,1,0,0,1,0,0,1,0
1,43174.81,8.256,11,1,0,68.382,147.478,5767.047,3,4,4,3,4,4,2,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1,14976.23,12.377,10,0,0,62.857,197.629,5770.591,5,4,4,2,3,4,3,4,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,7369.88,9.299,14,0,0,56.246,217.472,5086.304,1,2,3,3,3,4,4,3,0,0,0,1,0,1,1,1,0,1,1,1,1,0
2,10992.89,11.186,14,0,0,64.864,184.98,6175.765,4,4,5,2,4,3,2,4,1,0,0,0,0,0,1,1,0,0,1,1,0,1
4,31421.54,10.198,12,0,0,65.237,164.965,6293.093,3,2,3,2,3,4,4,3,0,0,1,0,0,0,0,0,1,1,0,1,0,1
8,76587.52,14.201,15,0,1,48.709,207.609,4779.956,5,4,5,4,2,5,5,4,1,1,0,0,1,1,1,0,0,0,0,0,1,1
2,47836.42,8.874,18,0,0,55.493,230.134,5277.647,4,5,5,3,3,4,3,5,1,0,0,1,0,0,1,1,0,1,0,0,1,1
1,112961.8,9.57,17,0,1,62.596,184.978,5694.263,5,4,5,4,3,4,5,3,0,0,0,0,1,1,0,0,1,1,1,0,0,1
1,112839.8,14.059,13,3,0,68.792,182.447,6101.713,4,3,4,3,4,4,3,4,0,0,0,0,0,1,1,0,0,1,0,1,0,1
2,24879.0,8.232,11,1,0,56.068,245.147,5815.708,2,1,2,3,4,2,2,3,0,0,0,0,1,0,1,1,0,0,1,1,1,1
3,37720.52,8.982,14,2,0,56.753,147.474,4835.296,5,4,4,5,4,5,5,5,0,0,1,1,0,1,1,0,0,1,1,0,0,0
0,32738.97,15.243,14,0,0,67.009,149.984,5765.925,5,5,3,4,3,4,4,3,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3,99699.68,11.366,12,2,0,66.86,127.459,5738.328,3,3,2,5,2,4,4,5,0,0,0,0,1,0,1,0,0,1,0,0,1,0
2,26920.29,10.254,11,1,1,68.702,147.46,5794.589,2,2,1,6,3,5,2,4,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,105294.0,8.069,12,1,1,64.938,149.945,6066.547,4,4,2,4,4,5,4,5,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3,17495.04,11.717,10,1,1,55.554,207.609,5104.89,3,4,3,1,5,3,3,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1
3,60011.51,13.594,9,1,0,67.257,179.948,5820.088,1,3,2,2,4,1,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,1
0,29453.49,3.606,12,1,1,68.112,207.475,6277.223,5,4,3,4,4,4,3,4,0,0,0,0,0,0,1,1,0,1,1,1,0,1
2,13973.69,13.085,7,1,1,69.649,152.444,6420.371,3,3,3,4,3,4,5,4,0,0,0,1,0,0,0,0,0,1,0,1,1,0
1,27106.57,10.348,8,1,0,59.562,137.468,5092.536,3,3,2,3,4,3,2,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,37390.82,9.458,12,1,0,68.65,235.159,6217.645,4,3,4,5,3,4,4,4,0,0,0,1,0,1,1,0,1,0,1,1,1,1
3,68500.11,19.657,13,0,0,61.368,220.118,5659.897,3,3,3,3,4,4,3,3,0,1,1,0,0,1,1,0,0,0,0,1,1,1
