,Tenure,DummyStreamingMovies,DummyStreamingTV,DummyContract,DummyMultiple,DummyTechie,DummyInternetService,DummyDeviceProtection,DummyOnlineBackup,DummyPhone
2299,7.409,0,0,1,0,0,0,1,0,1
5969,68.376,0,0,0,0,0,1,0,1,1
9595,54.42,1,1,0,1,0,1,1,1,1
7791,54.799,0,0,0,0,0,1,0,0,1
5111,53.4,0,1,1,0,0,1,0,0,1
6979,66.887,1,0,0,0,1,1,0,1,1
7387,59.16,0,0,0,1,0,1,1,0,1
257,2.417,0,0,0,0,0,0,1,1,1
2238,25.268,0,0,0,0,0,1,1,1,1
1339,2.662,0,0,0,1,0,1,1,0,1
1152,14.871,0,1,0,0,0,0,0,1,0
9412,50.586,0,1,0,1,0,1,0,1,1
6360,46.372,1,1,0,1,1,1,0,0,1
992,11.765,1,1,1,0,0,0,1,0,1
8697,55.923,0,0,1,0,0,1,0,0,1
1846,6.811,0,1,1,0,0,1,0,1,1
2558,6.906,0,1,0,1,0,0,1,1,1
5105,50.855,0,0,0,1,1,1,0,0,0
1972,1.269,1,1,0,1,1,1,0,0,1
4610,7.364,0,1,0,1,0,1,0,0,1
4622,3.274,0,0,0,1,0,0,1,0,1
3664,4.561,0,0,0,1,0,1,1,1,1
7660,68.415,0,0,0,0,0,1,1,0,1
3403,6.613,1,0,0,0,0,0,0,0,1
6524,59.126,0,0,0,1,0,0,1,1,1
132,8.575,0,1,0,1,0,0,0,1,1
2462,26.15,0,0,1,0,0,1,0,1,1
4131,6.633,1,1,1,0,0,0,1,1,1
441,9.308,0,0,0,1,0,0,0,0,1
4160,2.736,0,1,0,1,1,1,0,0,1
2029,7.179,0,1,0,0,0,0,1,0,1
1668,5.261,0,1,0,1,1,0,1,0,1
5865,67.206,0,1,1,0,1,0,0,1,1
5378,62.768,0,1,0,0,0,0,1,0,1
7680,69.976,1,1,0,0,1,0,1,0,1
2175,30.77,1,0,0,0,0,0,0,0,1
4734,4.865,0,0,1,0,0,1,0,0,0
5381,45.33,0,1,0,0,0,1,0,0,1
5320,60.264,0,1,1,0,0,0,0,0,0
1994,20.939,0,1,0,1,0,0,1,1,1
1849,11.598,0,0,0,1,0,1,1,0,0
7585,71.761,0,1,0,1,0,0,0,0,1
5314,60.113,1,1,1,1,0,0,0,0,1
1598,5.788,0,0,1,0,0,0,0,1,1
2725,2.973,1,0,0,1,0,1,0,0,1
9816,59.131,0,1,0,0,1,0,0,0,1
8776,66.318,1,0,0,0,0,0,0,0,1
6205,69.808,1,1,0,1,0,1,0,1,1
4863,12.976,1,0,1,0,0,1,0,0,1
2572,7.358,1,0,0,0,0,1,0,1,1
9266,58.087,1,0,1,1,0,1,0,0,1
1294,8.344,1,0,0,0,1,0,0,1,1
135,8.448,0,0,1,1,0,1,1,1,1
9554,66.406,1,1,0,1,0,0,1,0,1
8494,45.347,0,1,1,1,0,0,0,1,1
5204,63.749,0,0,0,0,0,0,0,0,1
1659,11.066,0,0,1,0,0,0,0,1,1
1744,7.773,1,0,0,0,0,1,1,0,1
1278,9.983,1,1,1,0,0,0,1,0,0
7253,59.211,1,0,0,1,0,0,0,1,1
8635,59.599,1,0,0,0,0,1,0,1,1
7055,54.445,1,0,0,1,0,1,1,1,1
3430,7.158,0,1,0,1,0,0,1,0,1
3546,5.145,0,1,0,0,0,1,0,0,1
27,1.392,0,1,0,0,0,0,1,1,1
6308,59.423,1,0,0,1,0,1,0,1,0
491,10.069,1,1,0,1,1,0,0,1,1
7947,70.141,1,1,1,1,0,0,0,0,1
9490,57.923,1,1,0,1,0,0,1,0,0
4043,15.093,0,0,0,1,0,0,0,1,1
8685,67.785,0,1,1,1,0,1,1,1,1
2125,16.656,0,1,0,0,0,1,0,1,0
2466,16.397,0,1,0,0,0,0,1,0,1
8691,70.618,0,0,0,1,0,0,1,1,1
5843,57.179,0,0,1,0,0,1,1,0,1
6050,63.888,0,0,0,1,0,0,1,1,1
4457,23.781,0,0,0,0,0,1,0,0,1
5030,42.196,1,0,0,0,0,0,0,1,1
7621,70.824,0,1,0,1,0,0,0,0,1
339,13.73,1,0,0,1,0,1,0,1,1
4201,7.874,1,0,0,0,1,0,1,1,1
8125,68.511,1,0,0,1,0,1,0,1,1
3651,7.935,0,0,0,1,0,1,0,0,1
124,7.993,0,1,1,1,0,0,1,0,1
6644,61.791,1,1,0,1,0,1,0,1,1
3025,1.813,1,0,0,0,0,1,0,0,1
2386,2.096,0,0,0,0,1,1,0,0,1
1965,7.758,1,1,1,0,1,0,1,1,1
2960,10.418,0,0,1,0,0,0,0,1,1
7257,62.55,1,1,1,1,0,1,0,0,1
969,8.979,1,1,0,0,0,0,1,0,1
4308,2.142,1,1,0,1,0,1,1,1,1
8560,64.024,1,0,0,0,1,0,1,1,1
1588,5.11,0,1,1,1,0,1,0,0,1
935,1.741,0,1,0,1,0,1,0,1,1
6563,61.246,1,1,0,0,1,1,0,0,1
523,1.94,0,0,1,1,0,0,1,0,1
1353,16.088,0,1,0,1,0,0,1,1,1
6393,64.489,0,0,0,0,0,1,0,0,1
3138,5.438,1,1,0,0,0,0,0,1,1
1188,13.667,0,1,0,0,0,1,1,1,1
8021,51.917,0,1,0,0,0,1,1,1,1
7712,59.72,1,0,1,0,0,0,0,1,1
6745,69.477,0,1,1,1,0,0,0,1,1
9363,48.905,1,0,0,1,0,1,1,0,1
877,13.769,1,0,0,1,0,0,0,1,1
3294,8.323,0,1,0,0,0,0,0,0,1
8144,53.196,1,0,0,1,0,0,1,1,1
8465,71.248,1,0,0,0,0,0,1,0,1
4832,9.389,0,0,0,1,0,1,0,1,1
5942,67.712,0,0,1,0,0,1,0,0,0
3429,10.285,1,1,0,1,0,0,1,0,1
6879,42.728,0,1,1,1,0,0,1,1,1
7845,71.131,0,0,0,1,0,0,1,0,1
6299,70.254,0,1,1,1,0,0,1,0,1
4756,11.429,0,0,0,0,0,0,0,1,1
9523,59.986,1,1,0,0,0,0,0,0,1
6897,70.434,1,1,0,1,1,0,0,1,1
8640,71.536,0,0,0,0,1,0,1,1,0
4384,6.313,0,1,0,1,0,0,0,1,1
3542,13.256,1,0,0,0,0,0,0,0,1
5872,71.834,0,0,0,0,0,0,0,1,1
9636,70.613,0,1,1,0,0,1,0,0,1
782,9.582,1,1,0,1,0,0,0,1,1
2163,9.951,1,1,1,1,1,1,0,1,1
5719,71.771,1,0,0,0,0,0,1,0,1
760,3.293,0,0,0,1,0,1,1,1,1
514,5.165,1,1,0,1,0,0,0,0,1
1605,13.777,0,0,0,1,0,1,0,1,1
4279,11.324,0,0,0,0,0,1,1,0,0
7013,56.503,0,1,0,1,0,1,1,1,1
2891,4.64,1,1,0,1,0,0,0,0,1
3930,6.247,0,1,0,1,0,1,1,0,1
2152,4.75,0,0,0,1,1,0,0,0,0
193,10.256,0,1,0,0,0,1,0,1,1
742,11.566,0,1,0,0,0,0,0,0,1
8290,57.81,1,1,0,1,0,0,0,1,1
1870,10.869,1,0,0,1,1,0,1,0,1
2211,6.841,0,0,0,1,0,1,1,1,1
7807,67.616,1,0,0,0,1,1,1,0,1
3638,3.613,1,0,0,1,0,1,1,0,1
5038,44.986,1,0,0,1,0,1,1,0,1
6196,66.288,1,1,0,0,1,0,0,1,1
3200,7.542,0,0,0,0,0,0,0,0,1
8863,61.185,0,0,1,0,0,0,0,1,0
6019,67.992,0,0,1,0,0,0,0,1,1
9785,64.395,1,0,0,1,1,0,0,1,1
8921,54.114,1,1,1,1,0,1,0,0,1
409,8.691,1,1,1,1,0,1,1,0,1
578,4.964,0,0,0,0,0,0,0,0,0
692,18.922,0,1,1,0,0,1,1,0,1
6274,49.214,0,1,0,0,1,0,0,1,1
8396,68.009,1,1,0,0,0,0,1,1,1
4927,3.18,1,1,1,1,0,1,1,1,1
5925,60.045,1,1,0,0,0,1,0,1,1
8420,54.066,1,1,1,1,0,1,0,0,1
8749,62.604,0,0,0,1,0,0,0,1,1
1157,8.099,1,0,0,0,0,0,1,1,1
7481,67.263,0,1,0,1,0,0,1,1,1
8297,61.916,1,0,0,1,0,1,1,0,1
3133,6.631,1,1,0,1,0,1,1,1,1
590,4.985,0,0,1,1,1,0,1,0,1
1575,16.865,1,0,1,0,0,0,1,1,1
4574,31.79,1,1,1,1,0,0,0,1,1
3129,2.048,1,1,0,0,0,1,1,0,1
9313,60.58,1,1,0,0,1,0,0,1,1
6250,50.47,1,1,0,0,0,0,0,1,1
6752,56.437,0,1,0,1,0,1,1,0,1
2396,5.858,1,1,1,0,0,0,1,0,0
8944,53.487,0,0,0,1,1,1,1,1,1
3124,8.161,0,1,0,0,1,0,0,0,1
5040,70.479,0,1,0,0,0,1,1,0,1
743,1.323,0,0,0,0,0,0,1,0,1
1948,4.239,0,0,0,0,0,1,1,0,1
182,17.249,0,0,0,0,0,0,1,1,1
3547,1.453,0,0,1,0,0,0,1,0,0
4338,3.922,0,1,0,0,0,0,1,0,1
2716,16.218,1,0,1,0,0,1,0,1,0
5490,62.163,0,1,1,0,0,1,0,0,1
1053,5.899,1,1,0,1,0,0,1,1,1
8344,57.269,1,0,1,1,0,0,0,1,1
653,28.388,1,0,0,1,0,0,0,0,1
148,11.737,1,1,0,1,0,1,0,1,1
708,10.499,1,0,0,1,0,0,1,1,1
369,12.349,0,1,0,0,0,0,0,1,0
23,8.544,0,1,0,0,0,1,0,0,1
1285,1.963,1,0,0,1,0,0,1,0,1
1957,14.218,1,1,1,1,0,1,0,1,1
8025,66.983,0,0,0,1,0,1,1,0,1
2260,12.721,0,1,0,0,0,1,0,0,1
5628,56.204,0,0,1,1,1,0,0,0,1
1199,3.811,0,1,1,0,0,0,0,0,0
4508,10.887,1,0,0,0,0,1,0,0,1
2283,5.22,0,0,1,0,1,1,0,1,0
1192,12.419,1,0,0,0,0,0,0,0,1
8298,67.356,0,1,0,0,0,1,0,0,1
9087,58.181,1,1,0,0,0,0,0,0,1
7932,70.741,1,0,0,0,0,1,1,0,1
5605,53.491,1,0,0,0,0,1,0,0,1
8240,50.147,1,0,0,1,1,1,0,0,1
7762,61.418,0,1,0,1,1,0,0,1,1
4808,6.386,0,0,0,1,0,0,0,0,1
2693,4.889,0,0,0,0,0,1,0,1,1
4251,18.998,1,1,0,0,0,0,1,0,1
8669,66.907,1,1,0,1,0,0,1,0,1
2798,6.853,0,0,0,1,1,0,0,1,1
9151,69.973,0,1,0,0,0,0,1,0,1
2511,10.522,0,1,0,0,0,1,0,1,1
8528,56.753,0,0,1,0,0,1,1,1,1
1908,3.39,1,1,0,0,0,0,1,1,1
7830,70.219,0,0,0,1,0,1,0,0,1
8068,53.324,0,0,0,0,0,0,0,1,1
1706,2.16,1,0,0,0,1,1,0,0,1
1464,6.391,1,1,0,0,1,1,0,0,1
3800,6.483,0,0,0,1,0,1,0,0,1
3033,13.985,1,1,1,1,1,1,1,1,1
2771,12.816,1,0,0,1,0,0,0,1,1
6418,64.467,1,1,0,0,1,0,1,0,1
9799,54.42,1,0,0,0,1,0,1,0,1
30,11.083,1,1,1,0,0,1,0,1,0
2306,14.81,0,0,1,0,0,0,1,0,0
7302,63.632,1,0,0,1,0,0,0,0,1
1226,6.833,0,1,0,1,1,0,0,1,1
2329,4.528,0,0,0,0,0,0,1,1,1
3413,5.879,0,0,0,1,0,1,1,1,1
9104,52.046,1,0,0,0,0,0,1,0,1
173,10.018,0,1,1,1,0,1,0,1,1
9581,64.693,1,0,0,0,0,1,1,0,1
3241,13.028,1,0,0,1,0,1,0,0,1
4955,19.529,1,1,0,0,0,0,1,1,1
6068,61.511,0,1,1,0,0,1,1,1,1
3742,12.291,1,0,0,1,0,1,0,1,1
5920,61.11,1,0,0,1,0,0,1,1,1
8380,70.012,0,0,0,0,0,0,0,1,1
8066,60.492,1,1,1,0,0,0,0,0,1
807,8.361,0,0,0,0,0,0,0,0,1
1469,2.935,0,1,0,0,0,1,0,0,1
3902,1.302,0,0,0,1,0,1,1,0,1
7227,69.1,0,1,0,0,0,1,1,0,1
493,15.567,1,1,1,0,0,1,0,1,1
6747,45.518,0,1,1,0,1,0,0,0,1
1001,6.429,0,0,0,1,1,1,0,1,1
2317,16.561,0,1,0,0,0,0,1,1,1
8741,62.454,1,1,0,0,0,1,1,1,1
8979,65.445,0,1,1,0,0,0,1,0,1
972,2.259,1,1,0,1,0,0,0,0,1
5404,68.839,0,0,0,0,0,0,1,0,1
2380,16.686,1,0,1,0,0,0,1,0,1
7804,56.512,1,1,1,1,1,1,1,0,1
6585,67.861,0,1,0,0,1,0,1,1,1
5791,61.294,0,0,0,0,0,0,0,1,1
4707,18.757,0,0,0,1,0,1,0,1,1
6861,38.655,1,0,0,0,0,1,0,0,1
9844,66.602,1,1,0,1,0,0,0,0,1
7913,51.394,0,0,0,0,0,1,1,1,1
4110,4.121,0,1,0,1,0,0,1,0,1
6738,71.885,1,0,1,1,0,1,1,1,1
1663,21.871,0,1,0,1,0,1,0,1,1
7334,70.324,0,0,0,0,0,0,0,0,1
3345,20.012,1,0,0,1,0,0,1,1,1
198,3.756,0,1,0,0,0,1,0,0,1
1058,5.837,0,0,0,0,0,0,0,0,0
640,19.954,0,1,0,1,0,1,0,1,1
7309,64.294,1,1,0,0,0,1,0,0,1
319,3.999,1,1,0,1,0,0,0,0,1
7431,67.047,0,0,1,1,0,0,0,0,1
2662,11.467,0,1,0,0,0,0,1,0,1
9341,59.157,0,0,0,1,0,0,1,1,1
8963,53.135,1,0,1,0,0,1,0,0,1
1920,5.037,0,1,0,1,1,0,0,0,1
1952,21.131,0,0,0,0,0,1,1,0,1
371,8.498,0,0,0,1,0,1,1,1,1
585,9.233,0,1,0,0,0,1,1,1,1
2830,4.612,1,1,0,0,0,1,1,0,1
7729,66.633,0,1,0,1,0,1,1,0,1
9703,67.943,0,0,0,1,0,1,1,0,1
9945,43.931,0,0,0,1,0,0,0,1,1
76,1.092,1,1,1,0,0,0,1,0,0
6334,69.699,1,1,0,0,0,0,0,0,1
6862,50.88,0,1,1,1,0,0,0,1,0
5093,67.042,1,0,1,0,0,1,1,1,1
2368,10.855,1,1,0,0,0,1,1,0,1
7644,67.403,0,0,1,0,1,0,0,1,1
6145,57.506,1,0,0,1,0,1,1,0,1
4735,17.063,1,0,0,1,1,0,1,0,1
375,2.528,0,1,1,1,0,0,1,0,1
80,9.828,1,1,0,0,0,0,0,0,1
7650,48.091,0,0,1,0,0,1,0,0,1
8031,48.046,1,1,0,0,0,1,1,1,1
2170,5.583,1,1,0,0,0,0,0,1,1
9843,56.015,1,0,0,0,0,1,0,1,1
2786,4.762,0,1,0,0,0,0,0,0,1
7389,66.724,1,1,0,1,0,0,0,0,1
2898,6.915,1,0,1,1,0,1,1,1,1
7574,53.504,1,1,0,0,0,0,0,1,1
6786,64.57,0,0,0,0,0,0,0,1,1
5480,54.132,1,0,0,1,0,0,0,1,1
189,7.008,1,0,1,0,0,0,1,0,1
5611,49.745,1,0,1,0,0,0,1,0,1
2892,10.764,1,0,1,0,0,1,0,1,1
9915,45.331,1,1,0,1,0,0,0,0,1
9031,64.601,1,0,0,1,1,0,0,0,1
3170,1.598,1,0,0,1,0,1,1,0,1
2059,3.466,1,1,0,1,0,0,0,0,1
4449,3.033,1,0,0,0,1,1,0,0,1
7177,56.87,1,1,0,0,0,1,1,0,0
948,2.372,1,1,0,0,0,1,0,0,0
5724,57.66,0,0,1,0,0,0,0,1,1
8194,64.791,0,0,0,1,0,0,1,0,1
9784,60.126,0,0,1,1,0,0,1,0,1
6234,63.787,1,0,0,0,1,0,0,1,1
9350,68.862,1,0,1,0,0,0,0,0,1
8007,67.085,1,0,1,0,1,1,1,1,1
3106,2.291,0,0,0,1,1,0,0,0,1
5566,61.222,1,0,0,0,0,0,0,0,1
7545,53.425,0,1,1,0,0,0,1,0,1
2110,5.173,1,1,0,1,0,0,1,0,1
8432,64.916,1,1,1,0,0,0,1,0,1
1517,2.102,0,1,0,0,0,0,0,0,1
7430,48.689,1,1,1,1,0,1,1,1,1
3702,6.319,0,0,0,1,0,1,1,1,1
5979,65.293,1,0,0,0,0,1,1,1,1
9540,60.644,0,1,0,1,0,0,1,0,1
873,1.656,0,1,0,1,0,0,1,1,1
1205,5.441,1,1,0,1,0,0,1,0,1
7015,65.898,0,0,0,0,0,1,0,1,1
809,5.823,1,1,0,1,0,0,0,1,1
5115,56.616,1,1,0,0,0,0,1,0,1
1816,7.18,0,0,1,0,0,1,0,1,1
7201,54.05,1,1,0,1,0,1,1,0,1
9342,70.466,1,1,0,0,0,1,1,0,1
4795,7.042,1,1,0,0,1,0,1,0,0
3965,11.536,1,1,1,0,0,0,1,0,1
5579,66.009,1,1,0,1,0,0,1,0,1
3070,7.22,0,0,0,1,0,1,0,0,1
7238,55.981,1,0,0,0,0,1,1,0,1
8905,59.281,0,1,0,0,0,0,0,0,1
6719,59.158,1,1,0,0,1,1,0,1,1
9224,61.851,0,1,1,0,0,0,0,1,1
3150,10.161,0,0,0,1,0,0,1,0,1
5713,54.694,1,1,0,1,0,0,1,1,1
2826,10.933,0,1,0,0,0,1,0,0,1
3852,9.739,0,1,0,0,1,0,1,0,1
2614,18.253,1,0,0,1,0,0,0,1,1
9549,69.196,0,1,0,1,1,1,0,0,1
6963,69.979,1,0,0,0,0,0,1,0,1
3617,5.855,0,0,1,0,0,0,0,0,1
5456,69.513,1,0,1,0,0,0,0,1,1
8332,49.592,0,0,0,0,1,0,1,0,1
7605,66.555,1,1,1,0,0,0,0,0,1
6581,63.218,0,1,0,0,0,0,0,0,1
2496,16.661,1,0,0,1,0,1,0,0,1
7329,59.495,0,0,0,0,0,0,0,1,1
6533,60.103,1,1,0,0,0,0,1,1,1
7375,69.055,0,0,1,1,0,0,0,1,1
4037,1.48,0,0,1,0,0,0,0,1,1
4916,7.664,1,0,0,0,0,1,0,1,0
1076,10.034,0,0,0,1,1,0,1,1,1
9256,62.18,0,0,0,1,0,0,1,0,1
1069,4.219,0,0,0,1,0,1,0,0,1
9351,70.818,1,1,0,1,0,1,1,1,1
1136,14.583,0,1,0,1,0,0,1,1,1
999,1.819,1,1,1,1,0,1,1,0,1
2715,25.689,0,1,0,0,0,1,1,1,1
8759,69.227,0,1,0,0,0,0,1,0,1
7190,69.815,0,1,0,1,0,0,0,0,1
6676,68.194,0,0,0,0,0,1,1,0,1
9574,40.51,0,1,0,1,0,0,1,0,1
8216,44.405,0,0,0,0,0,0,1,1,1
261,3.38,1,0,0,1,0,1,0,1,0
3910,8.814,0,1,0,0,1,0,1,0,1
3297,3.089,0,0,0,0,1,0,0,0,1
6649,66.509,0,0,0,0,0,0,1,1,1
1695,6.289,1,0,0,0,1,1,0,0,1
8200,49.675,0,0,1,1,0,1,0,1,1
6507,51.432,1,1,0,1,0,1,1,1,1
1713,8.316,0,1,0,1,0,1,0,0,1
3061,2.563,0,1,0,0,0,0,1,0,1
400,8.611,1,1,0,0,0,1,0,0,1
3250,5.929,1,1,0,0,0,1,1,0,1
5277,68.952,1,0,0,1,0,0,1,0,1
5627,65.074,0,1,1,0,0,0,0,1,1
4134,4.807,1,0,0,0,0,0,1,0,1
6388,64.319,0,1,0,1,0,1,0,1,1
864,3.415,1,0,1,1,0,1,1,0,1
1824,3.999,0,1,0,0,1,0,0,0,1
6489,62.813,1,1,0,0,0,0,0,1,1
8783,40.532,0,0,1,0,0,1,0,1,1
5530,41.52,0,1,0,0,0,0,1,1,1
2433,7.948,1,0,0,0,1,0,0,1,1
8182,56.035,0,0,1,0,0,1,1,1,0
4303,2.866,1,1,0,0,0,0,0,0,1
3328,7.132,1,1,1,1,1,0,0,0,1
3362,7.115,1,0,0,0,0,0,0,0,1
5165,71.175,0,1,0,0,0,1,0,1,1
890,6.472,0,1,1,0,0,1,0,0,0
5750,64.447,0,1,0,1,0,0,0,0,1
7558,62.232,0,0,1,0,0,0,0,0,1
8485,66.1,1,0,0,1,1,1,1,1,1
4055,12.517,1,1,0,1,0,0,1,1,1
4990,15.592,1,0,0,0,1,0,1,1,1
2297,8.079,1,1,1,0,0,1,0,1,1
5079,61.99,1,0,1,0,0,1,1,1,1
4041,14.921,0,1,0,1,0,0,1,1,0
1112,10.303,0,0,0,1,0,0,0,1,1
631,19.178,1,1,0,0,0,1,0,0,1
7009,48.635,0,0,0,0,0,1,0,1,1
8404,43.699,1,0,1,0,1,0,0,0,1
4054,11.45,1,1,0,1,0,1,0,1,0
1838,18.007,1,0,0,1,0,1,0,0,0
5970,69.361,0,1,1,0,0,0,1,0,1
7100,54.238,0,0,0,1,0,0,1,0,1
5383,68.145,1,1,1,0,0,0,0,0,0
7086,66.502,0,1,0,0,0,0,0,0,1
8390,61.7,1,1,0,0,0,0,1,1,1
9507,48.313,0,1,0,1,0,1,1,1,1
6357,71.419,0,1,0,1,0,1,1,1,1
5370,53.597,1,0,0,0,0,1,0,0,0
3781,5.307,1,0,0,0,1,1,1,1,1
6762,58.308,1,0,0,1,1,0,1,0,1
9918,55.562,0,1,0,1,1,1,1,0,1
5538,66.175,1,0,0,0,0,0,0,0,1
7665,63.135,1,1,1,0,0,0,0,1,1
3182,6.815,1,0,0,0,0,0,0,0,1
4619,12.227,1,0,1,0,0,0,0,0,1
6373,66.412,0,0,0,1,0,1,1,1,0
9276,54.215,0,0,1,1,0,0,1,0,1
1934,15.22,1,1,0,0,0,0,1,0,0
3535,5.887,0,1,0,0,0,1,0,1,1
7795,54.798,1,0,1,1,0,0,0,1,1
8166,56.192,0,0,1,0,0,1,0,1,1
3141,9.873,1,1,0,0,0,0,0,1,1
5895,66.523,0,0,0,0,0,1,0,0,1
2631,1.847,0,0,1,0,0,1,1,0,1
295,8.134,0,0,0,1,0,1,1,0,1
9712,67.287,1,0,0,1,0,0,1,0,1
2876,16.485,1,0,0,1,0,1,0,0,1
8940,60.423,1,0,0,1,0,0,0,1,1
8765,64.881,0,0,0,1,0,0,1,0,1
4348,2.583,0,1,0,1,0,0,0,0,1
6076,68.536,0,0,1,0,0,0,0,1,1
7393,62.952,0,0,0,1,1,0,1,0,1
2446,2.077,1,1,0,0,0,0,1,1,1
7595,68.643,0,0,0,0,0,0,0,0,1
2439,6.446,0,1,0,1,0,1,0,0,1
7982,60.13,0,1,1,0,0,0,0,0,1
7035,56.941,1,0,0,0,0,0,0,0,1
8737,60.774,0,0,0,0,0,1,1,1,1
656,1.876,0,1,1,1,0,0,1,1,1
2085,17.083,0,1,0,1,0,0,0,0,1
2509,8.522,0,0,0,1,1,1,0,1,1
6403,47.984,0,0,0,0,0,0,0,0,1
7924,48.794,1,0,1,0,0,0,1,0,1
8817,68.619,1,0,1,1,0,0,0,0,1
9171,63.851,1,0,0,0,1,1,1,1,1
6199,68.681,0,0,0,0,0,0,0,1,1
4001,7.038,1,1,0,0,0,0,0,1,1
5983,67.605,1,1,0,0,0,1,1,0,1
2074,2.5,0,0,0,0,0,0,1,0,1
277,23.104,1,1,0,0,0,1,1,0,1
4254,1.14,0,0,1,1,0,0,1,0,1
9645,68.959,0,0,1,1,0,1,0,1,1
7235,52.071,0,1,1,1,0,1,0,1,1
294,12.421,1,0,0,1,0,0,1,1,1
6848,52.177,0,1,1,0,0,1,0,0,1
6302,63.004,0,0,0,0,0,0,0,1,1
8915,53.584,0,1,0,1,0,1,0,1,1
6735,46.959,0,1,0,0,0,1,0,0,1
3517,2.921,0,0,0,0,0,0,0,1,1
6989,70.034,0,1,0,0,0,1,1,1,1
3324,17.55,1,0,1,1,0,0,1,1,1
3545,10.784,1,0,0,0,0,1,0,0,1
6939,57.136,0,1,0,1,0,0,1,0,1
1369,21.635,1,0,0,1,0,1,0,0,1
4609,8.824,0,1,0,0,0,0,1,0,1
4163,10.529,0,0,0,0,0,0,0,1,1
9698,44.922,0,1,0,0,0,0,0,1,1
1314,11.032,1,0,0,0,0,1,0,1,1
4085,6.971,0,1,0,1,0,0,0,0,1
1726,6.856,0,1,0,0,0,0,0,1,0
2357,2.225,0,0,1,1,1,1,0,0,1
3395,9.075,1,0,0,0,1,1,1,1,1
7741,57.696,1,0,0,1,0,0,1,1,1
7406,42.522,0,0,0,1,0,1,1,0,1
5886,69.907,0,0,0,0,0,0,1,0,1
6051,62.097,1,0,0,0,0,0,1,1,1
8958,56.189,1,1,0,1,0,1,1,0,1
6269,63.734,1,1,0,1,0,0,1,0,1
9446,71.48,1,1,0,1,0,1,0,0,1
1397,12.333,0,0,0,0,0,1,1,0,1
1244,8.551,1,1,0,1,0,0,1,0,1
7620,71.442,0,1,0,1,0,0,0,0,1
833,4.607,1,0,0,0,0,1,0,1,1
149,7.006,1,0,0,0,0,0,0,1,1
3647,20.871,1,1,0,0,0,0,0,0,1
5268,50.491,0,1,0,0,0,0,1,1,1
184,5.104,1,0,1,1,0,0,1,1,1
920,12.819,0,1,0,1,1,1,0,1,1
1487,11.442,0,0,0,0,0,1,1,0,1
2926,4.847,0,1,0,1,1,1,1,1,1
5610,58.544,0,0,0,0,0,0,1,1,1
5968,60.63,0,1,0,0,0,1,0,1,1
3634,2.872,1,0,0,0,0,0,1,0,1
5742,60.167,1,0,0,1,0,0,0,0,1
2035,4.573,0,1,1,1,0,0,1,0,1
5777,68.41,0,1,0,1,1,1,0,0,1
264,14.965,1,1,0,0,0,0,1,1,0
3299,16.414,0,0,0,1,0,0,1,0,1
5419,66.098,0,0,1,1,0,1,0,0,1
2504,22.146,0,1,0,0,0,1,1,0,1
4692,14.583,0,1,0,0,0,1,1,0,1
7566,46.924,1,0,0,0,0,0,0,1,0
3030,8.747,0,1,0,0,0,1,0,1,1
4505,10.51,1,0,1,0,0,0,0,0,1
8401,71.782,0,0,0,1,0,1,0,0,1
6792,51.019,1,0,0,1,0,0,0,0,1
2250,4.674,0,0,0,1,0,1,1,1,1
2395,10.187,1,1,0,0,0,0,0,1,1
1378,5.791,0,0,0,1,1,1,0,0,1
1500,2.656,0,1,1,1,0,1,1,1,1
2291,24.422,0,1,0,0,0,1,0,1,1
8949,61.122,1,1,1,1,0,1,1,0,1
7074,61.511,1,0,1,0,0,0,0,0,1
3454,8.977,1,1,0,1,0,0,0,1,1
7761,51.058,0,1,0,0,0,0,0,1,1
8728,55.745,1,0,0,0,0,0,1,1,1
3437,6.89,0,0,0,1,0,0,0,0,1
3966,10.881,1,1,0,0,0,1,1,0,1
7203,69.937,0,0,0,0,1,1,0,1,1
3254,3.353,0,0,0,0,0,1,0,1,1
7428,63.957,0,0,0,1,1,1,1,1,1
9873,69.775,0,0,0,0,0,1,0,0,1
9607,67.113,0,0,0,0,0,0,0,1,1
51,7.339,1,1,0,0,0,0,1,0,1
6449,62.084,1,0,1,1,0,1,0,0,0
7792,45.912,0,0,0,0,0,0,0,1,1
7633,66.344,0,0,0,1,0,0,0,0,1
7926,70.24,0,0,0,1,0,1,0,0,1
9047,47.275,1,1,0,0,0,0,0,0,1
6870,60.421,1,1,1,1,1,1,0,1,1
1969,6.394,1,0,1,1,0,0,1,0,1
2713,9.328,1,0,0,1,1,0,1,1,1
7848,66.816,1,1,0,1,0,0,0,0,1
5578,59.25,1,0,1,1,1,0,0,0,1
1514,9.809,1,0,0,0,1,1,0,1,1
7631,65.361,0,1,0,1,0,1,0,0,1
9366,59.135,1,1,0,0,0,0,1,1,1
8304,52.121,0,0,1,1,0,1,0,0,1
3333,7.602,0,0,0,1,0,0,0,0,1
168,12.074,0,0,1,1,0,0,0,0,1
2322,1.397,0,1,0,0,0,1,0,0,1
4671,3.064,0,1,0,0,0,0,0,0,1
424,7.484,0,0,0,0,0,1,1,0,1
2602,14.017,1,0,0,1,0,0,1,1,1
3494,16.491,0,0,0,1,0,0,0,0,1
4256,23.82,0,1,1,0,0,1,1,0,1
1354,4.861,1,0,0,1,0,0,1,0,1
3758,9.231,0,0,0,1,1,1,1,1,1
7237,44.797,1,0,0,1,0,0,0,0,1
